X,Y,Means
0.84,0.28,0.29735
0.84,0.3,0.27706
0.84,0.32,0.25479
0.84,0.34,0.23157
0.84,0.36,0.20844
0.84,0.38,0.18637
0.84,0.4,0.16628
0.84,0.42,0.14898
0.84,0.44,0.13512
0.84,0.46,0.12521
0.84,0.48,0.11958
0.84,0.5,0.11839
0.84,0.52,0.1216
0.84,0.54,0.129
0.84,0.56,0.14023
0.84,0.58,0.15479
0.84,0.6,0.17204
0.84,0.62,0.19128
0.84,0.64,0.21172
0.84,0.66,0.23258
0.84,0.68,0.25306
0.84,0.7,0.27238
0.84,0.72,0.28984
0.84,0.74,0.30482
0.84,0.76,0.31678
0.84,0.78,0.3253
0.84,0.8,0.33009
0.84,0.82,0.33097
0.84,0.84,0.32788
0.84,0.86,0.32088
0.84,0.88,0.31013
0.84,0.9,0.29587
0.84,0.92,0.27845
0.84,0.94,0.25825
0.84,0.96,0.2357
0.84,0.98,0.21126
0.84,1,0.18541
0.86,0,0.050164
0.86,0.02,0.098707
0.86,0.04,0.14462
0.86,0.06,0.187
0.86,0.08,0.22502
0.86,0.1,0.258
0.86,0.12,0.28535
0.86,0.14,0.30666
0.86,0.16,0.3217
0.86,0.18,0.33042
0.86,0.2,0.33298
0.86,0.22,0.3297
0.86,0.24,0.32109
0.86,0.26,0.30782
0.86,0.28,0.29071
0.86,0.3,0.27066
0.86,0.32,0.24865
0.86,0.34,0.22571
0.86,0.36,0.20285
0.86,0.38,0.18105
0.86,0.4,0.1612
0.86,0.42,0.1441
0.86,0.44,0.13041
0.86,0.46,0.12062
0.86,0.48,0.11506
0.86,0.5,0.11388
0.86,0.52,0.11705
0.86,0.54,0.12436
0.86,0.56,0.13546
0.86,0.58,0.14984
0.86,0.6,0.16689
0.86,0.62,0.1859
0.86,0.64,0.2061
0.86,0.66,0.22671
0.86,0.68,0.24694
0.86,0.7,0.26603
0.86,0.72,0.28328
0.86,0.74,0.29808
0.86,0.76,0.3099
0.86,0.78,0.31832
0.86,0.8,0.32306
0.86,0.82,0.32393
0.86,0.84,0.32088
0.86,0.86,0.31397
0.86,0.88,0.30335
0.86,0.9,0.28927
0.86,0.92,0.27207
0.86,0.94,0.25212
0.86,0.96,0.22985
0.86,0.98,0.20572
0.86,1,0.1802
0.88,0,0.044292
0.88,0.02,0.091952
0.88,0.04,0.13703
0.88,0.06,0.17864
0.88,0.08,0.21598
0.88,0.1,0.24836
0.88,0.12,0.27522
0.88,0.14,0.29615
0.88,0.16,0.31092
0.88,0.18,0.31949
0.88,0.2,0.322
0.88,0.22,0.31878
0.88,0.24,0.31032
0.88,0.26,0.2973
0.88,0.28,0.2805
0.88,0.3,0.26081
0.88,0.32,0.2392
0.88,0.34,0.21667
0.88,0.36,0.19422
0.88,0.38,0.17281
0.88,0.4,0.15332
0.88,0.42,0.13653
0.88,0.44,0.12308
0.88,0.46,0.11347
0.88,0.48,0.10801
0.88,0.5,0.10685
0.88,0.52,0.10996
0.88,0.54,0.11715
0.88,0.56,0.12805
0.88,0.58,0.14217
0.88,0.6,0.15891
0.88,0.62,0.17757
0.88,0.64,0.19741
0.88,0.66,0.21764
0.88,0.68,0.23751
0.88,0.7,0.25625
0.88,0.72,0.27319
0.88,0.74,0.28772
0.88,0.76,0.29933
0.88,0.78,0.3076
0.88,0.8,0.31225
0.88,0.82,0.31311
0.88,0.84,0.31013
0.88,0.86,0.30335
0.88,0.88,0.29293
0.88,0.9,0.27913
0.88,0.92,0.26225
0.88,0.94,0.24269
0.88,0.96,0.22085
0.88,0.98,0.19719
0.88,1,0.17216
0.9,0,0.036458
0.9,0.02,0.082957
0.9,0.04,0.12694
0.9,0.06,0.16754
0.9,0.08,0.20398
0.9,0.1,0.23558
0.9,0.12,0.26179
0.9,0.14,0.28221
0.9,0.16,0.29663
0.9,0.18,0.305
0.9,0.2,0.30745
0.9,0.22,0.30431
0.9,0.24,0.29606
0.9,0.26,0.28335
0.9,0.28,0.26695
0.9,0.3,0.24774
0.9,0.32,0.22665
0.9,0.34,0.20467
0.9,0.36,0.18276
0.9,0.38,0.16186
0.9,0.4,0.14284
0.9,0.42,0.12646
0.9,0.44,0.11333
0.9,0.46,0.10395
0.9,0.48,0.098625
0.9,0.5,0.097495
0.9,0.52,0.10053
0.9,0.54,0.10754
0.9,0.56,0.11818
0.9,0.58,0.13196
0.9,0.6,0.1483
0.9,0.62,0.16651
0.9,0.64,0.18586
0.9,0.66,0.20561
0.9,0.68,0.22499
0.9,0.7,0.24328
0.9,0.72,0.25981
0.9,0.74,0.27399
0.9,0.76,0.28531
0.9,0.78,0.29339
0.9,0.8,0.29793
0.9,0.82,0.29878
0.9,0.84,0.29587
0.9,0.86,0.28927
0.9,0.88,0.27913
0.9,0.9,0.26568
0.9,0.92,0.24924
0.9,0.94,0.23019
0.9,0.96,0.20892
0.9,0.98,0.18587
0.9,1,0.1615
0.92,0,0.026874
0.92,0.02,0.071955
0.92,0.04,0.1146
0.92,0.06,0.15397
0.92,0.08,0.18931
0.92,0.1,0.21995
0.92,0.12,0.24537
0.92,0.14,0.26518
0.92,0.16,0.27917
0.92,0.18,0.28728
0.92,0.2,0.28966
0.92,0.22,0.28662
0.92,0.24,0.27862
0.92,0.26,0.2663
0.92,0.28,0.2504
0.92,0.3,0.23176
0.92,0.32,0.21131
0.92,0.34,0.18999
0.92,0.36,0.16874
0.92,0.38,0.14848
0.92,0.4,0.13003
0.92,0.42,0.11414
0.92,0.44,0.10141
0.92,0.46,0.092315
0.92,0.48,0.087149
0.92,0.5,0.086055
0.92,0.52,0.089002
0.92,0.54,0.095802
0.92,0.56,0.10612
0.92,0.58,0.11948
0.92,0.6,0.13532
0.92,0.62,0.15298
0.92,0.64,0.17175
0.92,0.66,0.1909
0.92,0.68,0.20969
0.92,0.7,0.22742
0.92,0.72,0.24345
0.92,0.74,0.2572
0.92,0.76,0.26818
0.92,0.78,0.27601
0.92,0.8,0.28042
0.92,0.82,0.28125
0.92,0.84,0.27845
0.92,0.86,0.27207
0.92,0.88,0.26225
0.92,0.9,0.24924
0.92,0.92,0.23334
0.92,0.94,0.2149
0.92,0.96,0.19433
0.92,0.98,0.17204
0.92,1,0.14846
0.94,0,0.015784
0.94,0.02,0.059217
0.94,0.04,0.10031
0.94,0.06,0.13825
0.94,0.08,0.1723
0.94,0.1,0.20183
0.94,0.12,0.22633
0.94,0.14,0.24543
0.94,0.16,0.25892
0.94,0.18,0.26674
0.94,0.2,0.26904
0.94,0.22,0.26611
0.94,0.24,0.2584
0.94,0.26,0.24653
0.94,0.28,0.2312
0.94,0.3,0.21324
0.94,0.32,0.19353
0.94,0.34,0.17298
0.94,0.36,0.1525
0.94,0.38,0.13297
0.94,0.4,0.11519
0.94,0.42,0.099874
0.94,0.44,0.087608
0.94,0.46,0.078839
0.94,0.48,0.073862
0.94,0.5,0.072808
0.94,0.52,0.075649
0.94,0.54,0.082203
0.94,0.56,0.092145
0.94,0.58,0.10503
0.94,0.6,0.12029
0.94,0.62,0.13731
0.94,0.64,0.15539
0.94,0.66,0.17384
0.94,0.68,0.19195
0.94,0.7,0.20904
0.94,0.72,0.22448
0.94,0.74,0.23773
0.94,0.76,0.24831
0.94,0.78,0.25586
0.94,0.8,0.26012
0.94,0.82,0.26093
0.94,0.84,0.25825
0.94,0.86,0.25212
0.94,0.88,0.24269
0.94,0.9,0.23019
0.94,0.92,0.2149
0.94,0.94,0.19718
0.94,0.96,0.17741
0.94,0.98,0.156
0.94,1,0.13335
0.96,0,0.0034577
0.96,0.02,0.045042
0.96,0.04,0.084387
0.96,0.06,0.12072
0.96,0.08,0.15334
0.96,0.1,0.18163
0.96,0.12,0.2051
0.96,0.14,0.22339
0.96,0.16,0.23631
0.96,0.18,0.24381
0.96,0.2,0.24602
0.96,0.22,0.24321
0.96,0.24,0.23583
0.96,0.26,0.22446
0.96,0.28,0.20978
0.96,0.3,0.19258
0.96,0.32,0.17369
0.96,0.34,0.15401
0.96,0.36,0.13439
0.96,0.38,0.11568
0.96,0.4,0.098654
0.96,0.42,0.083984
0.96,0.44,0.072235
0.96,0.46,0.063837
0.96,0.48,0.05907
0.96,0.5,0.058062
0.96,0.52,0.060784
0.96,0.54,0.067063
0.96,0.56,0.076586
0.96,0.58,0.088923
0.96,0.6,0.10354
0.96,0.62,0.11984
0.96,0.64,0.13716
0.96,0.66,0.15483
0.96,0.68,0.17217
0.96,0.7,0.18853
0.96,0.72,0.20332
0.96,0.74,0.21601
0.96,0.76,0.22614
0.96,0.78,0.23338
0.96,0.8,0.23747
0.96,0.82,0.23825
0.96,0.84,0.2357
0.96,0.86,0.22985
0.96,0.88,0.22085
0.96,0.9,0.20892
0.96,0.92,0.19433
0.96,0.94,0.17741
0.96,0.96,0.15854
0.96,0.98,0.13811
0.96,1,0.1165
0.98,0,-0.0098271
0.98,0.02,0.029741
0.98,0.04,0.067185
0.98,0.06,0.10177
0.98,0.08,0.13281
0.98,0.1,0.15975
0.98,0.12,0.18209
0.98,0.14,0.19951
0.98,0.16,0.21182
0.98,0.18,0.21896
0.98,0.2,0.22107
0.98,0.22,0.2184
0.98,0.24,0.21138
0.98,0.26,0.20055
0.98,0.28,0.18658
0.98,0.3,0.1702
0.98,0.32,0.15222
0.98,0.34,0.13348
0.98,0.36,0.11481
0.98,0.38,0.096993
0.98,0.4,0.08078
0.98,0.42,0.066813
0.98,0.44,0.055629
0.98,0.46,0.047634
0.98,0.48,0.043097
0.98,0.5,0.042138
0.98,0.52,0.044731
0.98,0.54,0.050709
0.98,0.56,0.059776
0.98,0.58,0.071519
0.98,0.6,0.085436
0.98,0.62,0.10095
0.98,0.64,0.11743
0.98,0.66,0.13425
0.98,0.68,0.15075
0.98,0.7,0.16632
0.98,0.72,0.1804
0.98,0.74,0.19247
0.98,0.76,0.20212
0.98,0.78,0.20902
0.98,0.8,0.21291
0.98,0.82,0.21368
0.98,0.84,0.21126
0.98,0.86,0.20572
0.98,0.88,0.19719
0.98,0.9,0.18587
0.98,0.92,0.17204
0.98,0.94,0.156
0.98,0.96,0.13811
0.98,0.98,0.11873
0.98,1,0.098256
1,0,-0.023789
1,0.02,0.013632
1,0.04,0.049048
1,0.06,0.081763
1,0.08,0.11114
1,0.1,0.13662
1,0.12,0.15777
1,0.14,0.17426
1,0.16,0.1859
1,0.18,0.19267
1,0.2,0.19467
1,0.22,0.19215
1,0.24,0.18551
1,0.26,0.17526
1,0.28,0.16204
1,0.3,0.14654
1,0.32,0.12953
1,0.34,0.1118
1,0.36,0.094123
1,0.38,0.077267
1,0.4,0.061925
1,0.42,0.048709
1,0.44,0.038126
1,0.46,0.030563
1,0.48,0.026271
1,0.5,0.025365
1,0.52,0.027819
1,0.54,0.033477
1,0.56,0.042056
1,0.58,0.053167
1,0.6,0.066334
1,0.62,0.081009
1,0.64,0.096605
1,0.66,0.11251
1,0.68,0.12812
1,0.7,0.14285
1,0.72,0.15616
1,0.74,0.16759
1,0.76,0.17672
1,0.78,0.18324
1,0.8,0.18694
1,0.82,0.18767
1,0.84,0.18541
1,0.86,0.1802
1,0.88,0.17216
1,0.9,0.1615
1,0.92,0.14846
1,0.94,0.13335
1,0.96,0.1165
1,0.98,0.098256
1,1,0.078977
